"","INSTNM","PREDDEG","CURROPER","TUITIONFEE_IN","TUITIONFEE_OUT","COSTT4_A","C150_4","EARN","CONTROL","UGDS_WHITE","UGDS_BLACK","UGDS_ASIAN","UGDS_HISP","ADM_RATE","SAT_AVG","NPT4_PUB","AVGFACSAL"
"5832","Ultimate Medical Academy",1,1,NA,NA,NA,NA,"21600",3,0.5837,0.1724,0.0172,0.0727,NA,NA,NA,NA
"5833","Florida Barber Academy",1,1,NA,NA,NA,NA,"18000",3,0.1602,0.5108,0,0.2684,NA,NA,NA,NA
"5834","Angley College",1,0,14301,14301,27520,0.5913,"20100",3,0,0,0,0,NA,NA,NA,3728
"5835","Jacksonville Beauty Institute",1,1,NA,NA,NA,NA,"14800",3,0,0,0,0,NA,NA,NA,NA
"5836","M-DCPS The English Center",1,1,NA,NA,NA,NA,"PrivacySuppressed",1,0,0,0,0,NA,NA,NA,NA
"5837","Florida Education Institute",1,1,NA,NA,NA,NA,"15200",3,0,0.0028,0,0.9972,NA,NA,NA,NA
"5838","Superior Career Institute",1,0,NA,NA,NA,NA,"15000",3,0,0,0,0,NA,NA,NA,NA
"5839","Florida Institute of Animal Arts",1,1,NA,NA,NA,NA,"19700",3,0.677,0.0575,0.0088,0.25,0.944,NA,NA,NA
"5840","National Graduate School of Quality Management",4,1,NA,NA,NA,NA,"PrivacySuppressed",2,0,0,0,0,NA,NA,NA,NA
"5841","Texas County Technical Institute",1,1,NA,NA,NA,NA,"25600",2,0,0,0,0,0.7778,NA,NA,4261
"5842","Aviation Institute of Maintenance-Kansas City",1,1,39432,39432,48107,NA,"23600",3,0.5663,0.3253,0.012,0.0361,NA,NA,NA,NA
"5843","Blue Cliff College",1,0,14344,14344,18701,NA,"21700",3,0.5924,0.2983,0.063,0.0336,0.8673,NA,NA,3224
"5844","Apex School of Theology",3,1,4650,4650,9870,0,"PrivacySuppressed",2,0.0493,0.9296,0,0,NA,NA,NA,878
"5845","Institute for Therapeutic Massage",1,1,NA,NA,NA,NA,"24100",3,0,0,0,0,NA,NA,NA,NA
"5846","Cortiva Institute-Somerset School of Massage Therapy",1,0,NA,NA,NA,NA,"29000",3,0,0,0,0,1,NA,NA,NA
"5847","Metropolitan Learning Institute",1,1,NA,NA,NA,NA,"15700",2,0.018,0.1459,0.6432,0.1874,NA,NA,NA,NA
"5848","Anthem Institute - Manhattan",1,0,NA,NA,NA,NA,"32400",3,0.0802,0.4204,0.0349,0.4217,NA,NA,NA,NA
"5849","Orleans Niagara BOCES-Practical Nursing Program",1,1,NA,NA,NA,NA,"PrivacySuppressed",1,0,0,0,0,NA,NA,NA,NA
"5850","Yeshiva Shaarei Torah of Rockland",3,1,8000,8000,13300,0.5,"PrivacySuppressed",2,0,0,0,0,0.9167,NA,NA,3135
"5851","Leon Studio 1 School of Hair Design & Career Training Center",1,0,NA,NA,NA,NA,"20100",3,0,0,0,0,NA,NA,NA,NA
"5852","St Joseph's Medical Center School of Radiography",1,0,NA,NA,NA,NA,"PrivacySuppressed",2,0.4333,0.1667,0.1667,0.2,0.12,NA,NA,NA
"5853","American Institute of Alternative Medicine",1,1,11835,11835,22887,NA,"25700",3,0.8056,0.1042,0.0208,0.0069,0.8714,NA,NA,NA
"5854","Brown Aveda Institute",1,1,NA,NA,NA,NA,"24900",3,0.9375,0.0469,0.0078,0,0.9407,NA,NA,NA
"5855","Valley Medical College",1,1,NA,NA,NA,NA,"20900",3,0.8261,0.0145,0.0217,0.1377,NA,NA,NA,NA
"5856","Colegio Pentecostal Mizpa",2,1,2900,2900,9800,0.2,"PrivacySuppressed",2,0,0,0,0,NA,NA,NA,NA
"5857","Caribbean Forensic and Technical College",1,1,9210,9210,10738,NA,"18300",3,0,0,0,0,NA,NA,NA,NA
"5858","Charleston School of Massage",1,0,NA,NA,NA,NA,"PrivacySuppressed",3,0.7045,0.1818,0.0227,0.0227,NA,NA,NA,NA
"5859","Concorde Career Institute",1,1,NA,NA,NA,NA,"34400",3,0.307,0.4461,0.0226,0.1253,1,NA,NA,NA
"5860","Kussad Institute of Court Reporting",1,1,8500,8500,11350,NA,"PrivacySuppressed",3,0,0,0,0,NA,NA,NA,NA
"5861","Lamar Institute of Technology",2,1,3356,10052,11870,NA,"30200",1,0,0,0,0,NA,NA,8991,5183
"5862","MJ's Beauty Academy Inc",1,1,NA,NA,NA,NA,"15000",3,0,1,0,0,NA,NA,NA,NA
"5863","Aviation Institute of Maintenance-Dallas",1,1,NA,NA,NA,NA,"PrivacySuppressed",3,0.2982,0.3631,0.0852,0.1643,NA,NA,NA,NA
"5864","State Beauty Academy",1,0,NA,NA,NA,NA,"17600",3,0.06,0.84,0,0.1,NA,NA,NA,NA
"5865","Healing Mountain Massage School",1,1,NA,NA,NA,NA,"PrivacySuppressed",3,0.8333,0,0,0.1,1,NA,NA,NA
"5866","Career Training Solutions",1,1,NA,NA,NA,NA,"28800",3,0.6231,0.3313,0.0061,0.0334,NA,NA,NA,NA
"5867","Rudy & Kelly Academy of Hair and Nails",1,1,NA,NA,NA,NA,"15000",3,0.843,0.0744,0.0248,0.0496,NA,NA,NA,NA
"5868","Nevada State College",3,1,3248,12512,13969,0.0938,"PrivacySuppressed",1,0.5023,0.096,0.0945,0.1799,0.7193,913,8799,7122
"5869","Virginia College-Jackson",1,1,NA,NA,NA,NA,"22300",3,0.1197,0.8718,0.0017,0.0051,0.6675,NA,NA,3001
"5870","Virginia College-Austin",1,1,11815,11815,18522,NA,"22300",3,0.3665,0.2254,0.0139,0.3387,NA,NA,NA,3565
"5871","California State University-Channel Islands",3,1,4881,16041,17989,0.5249,"33900",1,0,0,0,0,0.4008,998,13322,8650
"5872","ITT Technical Institute-Springfield",2,0,17148,17148,24899,0.3367,"30200",3,0,0.2107,0.0089,0,0.5232,NA,NA,5193
"5873","ITT Technical Institute-Chantilly",2,0,17148,17148,24975,0.3235,"26900",3,0,0.123,0.0032,0,0.4653,NA,NA,4871
"5874","The Art Institute of California-Orange County",3,0,24344,24344,34394,0.3443,"30800",3,0,0,0,0,0.4292,NA,NA,5150
"5875","Franklin W. Olin College of Engineering",3,1,36795,36795,50025,0.9315,NA,2,0,0,0,0,0.1784,1483,NA,9490
"5876","Metropolitan Community College-Business & Technology",1,1,2460,5850,5060,NA,"25500",1,0.6963,0.1183,0.0059,0.0533,NA,NA,2602,4678
"5877","Lincoln Technical Institute",1,1,NA,NA,NA,NA,"25900",3,0.336,0.4103,0.0226,0.1761,0.7028,NA,NA,3785
"5878","Lincoln Technical Institute",1,1,NA,NA,NA,NA,"25900",3,0.0497,0.8281,0.0143,0.0868,0.7013,NA,NA,4554
"5879","Won Institute of Graduate Studies",4,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,3380
"5880","Lincoln Technical Institute",1,1,NA,NA,NA,NA,"25900",3,0.2408,0.3137,0.0526,0.3395,NA,NA,NA,NA
"5881","Pima Medical Institute-Colorado Springs",1,1,NA,NA,NA,NA,"26300",3,0.6911,0.1083,0.0159,0.1449,NA,NA,NA,NA
"5882","University of Phoenix-Kansas City Campus",3,0,10128,10128,28981,0.1488,"45000",3,0,0,0,0,NA,NA,NA,5338
"5883","University of Phoenix-Atlanta Campus",3,1,10128,10128,30839,0.1517,"45000",3,0,0,0,0,NA,NA,NA,5071
"5884","University of Phoenix-Chicago Campus",3,1,10128,10128,28317,0.1273,"45000",3,0,0,0,0,NA,NA,NA,3022
"5885","University of Phoenix-Nashville Campus",3,1,9648,9648,28097,0.1327,"45000",3,0,0,0,0,NA,NA,NA,3230
"5886","University of Phoenix-Northern Virginia Campus",3,0,10632,10632,31234,0.0625,"45000",3,0,0,0,0,NA,NA,NA,3503
"5887","United Beauty College Inc",1,1,NA,NA,NA,NA,"11500",3,0.0152,0,0.8485,0.0909,NA,NA,NA,NA
"5888","Birthwise Midwifery School",1,1,NA,NA,16350,NA,"PrivacySuppressed",3,0.825,0.025,0.025,0,NA,NA,NA,NA
"5889","Argosy University-Dallas",3,1,19272,19272,NA,NA,"36000",3,0,0,0,0,NA,NA,NA,4527
"5890","Le Cordon Bleu College of Culinary Arts",2,1,39750,39750,54594,NA,"24700",3,0.4519,0.1393,0.0216,0.3226,NA,NA,NA,3863
"5891","Paul Mitchell the School-Costa Mesa",1,1,NA,NA,NA,NA,"19000",3,0,0,0,0,NA,NA,NA,NA
"5892","Ave Maria School of Law",4,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,10148
"5893","Everest College-Arlington",1,0,15179,15179,24622,NA,"26100",3,0.0131,0.9239,0.0048,0.0392,0.6019,NA,NA,2726
"5894","Tulsa Welding School-Jacksonville Campus",1,1,NA,NA,NA,NA,"28200",3,0.5602,0.3135,0.0012,0.0501,NA,NA,NA,NA
"5895","ITT Technical Institute-Canton",2,0,17148,17148,25145,NA,"27300",3,0,0.0424,0,0,0.467,NA,NA,5322
"5896","ITT Technical Institute-King of Prussia",2,0,17148,17148,25540,NA,"32200",3,0,0.2643,0.0017,0,0.4497,NA,NA,5207
"5897","Lancaster General College of Nursing & Health Sciences",2,1,15650,15650,23842,0.8,"50300",2,0.9104,0.023,0.0157,0.0339,0.3848,1055,NA,5589
"5898","DeVry University-North Carolina",3,0,14592,14592,27764,NA,"PrivacySuppressed",3,0.1911,0.62,0.0093,0.0606,0.7882,NA,NA,5059
"5899","West Virginia Junior College-Bridgeport",2,1,11725,11725,19654,NA,"17000",3,0.9858,0.0047,0.0047,0,NA,NA,NA,3333
"5900","Vatterott College-Cleveland",1,1,10250,10250,19666,NA,"24700",3,0.4086,0.5349,0,0.0403,NA,NA,NA,3945
"5901","St. Louis College of Health Careers",1,1,25035,25035,31907,NA,"20100",3,0.525,0.195,0.01,0.01,NA,NA,NA,3391
"5902","Interactive College of Technology",1,1,7490,7490,15118,NA,"19700",3,0.52,0.16,0.06,0.26,NA,NA,NA,NA
"5903","San Joaquin Valley College-Rancho Cucamonga",2,1,14880,14880,18232,NA,"25000",3,0.1727,0.0592,0.0378,0.6283,NA,NA,NA,5325
"5904","Anthem Institute-Cherry Hill",1,0,NA,NA,NA,NA,"29100",3,0.4387,0.3178,0.0204,0.184,NA,NA,NA,NA
"5905","Westwood College-Ft Worth",1,0,13053,13053,24351,0.3673,"27900",3,0.4605,0.1553,0.0272,0.2616,NA,NA,NA,3992
"5906","Westwood College-Dallas",1,1,13053,13053,23795,0.3636,"29000",3,0.2439,0.3699,0.0147,0.2881,NA,NA,NA,4003
"5907","Alaska Christian College",1,1,7500,7500,14025,NA,NA,2,0.0313,0,0,0,NA,NA,NA,NA
"5908","Minnesota School of Business",2,1,14940,14940,23821,0.3519,"29100",3,0.7451,0.035,0.0233,0.0136,0.6465,NA,NA,4157
"5909","NASCAR Technical Institute",1,1,NA,NA,NA,NA,"35900",3,0.6859,0.1645,0.0159,0.0405,NA,NA,NA,NA
"5910","Everest Institute-Tigard",1,1,NA,NA,NA,NA,"21800",3,0,0,0,0,1,NA,NA,NA
"5911","Potomac College",3,1,16020,16020,27127,NA,"44200",3,0.1324,0.5735,0.0882,0.1618,NA,NA,NA,NA
"5912","High-Tech Institute-Las Vegas",1,0,NA,NA,NA,NA,"24800",3,0.3436,0.232,0.0661,0.2614,NA,NA,NA,NA
"5913","Milan Institute",1,0,NA,NA,NA,NA,"20600",3,0.1152,0.0112,0.0074,0.8439,NA,NA,NA,NA
"5914","Stenotype Institute of Jacksonville Inc-Orlando",1,0,16100,16100,24099,NA,"26700",3,0.6256,0.2227,0.0142,0.128,NA,NA,NA,NA
"5915","National American University-Overland Park",1,1,12160,12160,15887,0.3,"31400",3,0.2708,0.1188,0.0083,0.025,NA,NA,NA,6886
"5916","Everest Institute-Austin",1,1,NA,NA,NA,NA,"17300",3,0,0,0,0,NA,NA,NA,NA
"5917","Everest College-Burr Ridge",1,1,NA,NA,NA,NA,"23800",3,0.2058,0.2647,0.1156,0.3514,0.4612,NA,NA,NA
"5918","Medvance Institute-West Palm",1,1,NA,NA,NA,NA,"24200",3,0.1659,0.2259,0.0112,0.1959,NA,NA,NA,3391
"5919","Tohono O'Odham Community College",1,1,1080,3672,NA,NA,"PrivacySuppressed",1,0,0,0,0,NA,NA,NA,3857
"5920","Everest College-Dallas",2,1,32665,32665,44176,NA,"22900",3,0,8e-04,0,0,0.6331,NA,NA,3033
"5921","Edward Via Virginia College of Osteopathic Medicine",4,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"5922","The Salter School-Malden Campus",1,1,NA,NA,NA,NA,"25900",3,0.2276,0.1997,0.0248,0.1037,NA,NA,NA,NA
"5923","DeVry University-Pennsylvania",3,1,14592,14592,30373,0.3039,"40300",3,0.3493,0.427,0.0303,0.0725,0.6143,NA,NA,5750
"5924","Utah State University-Regional Campuses and Distance Education",2,1,4698,4698,12716,0.3372,"33700",1,0,0,0,0,0.9695,946,8478,5724
"5925","Pacific College of Oriental Medicine",1,1,11303,11303,38042,NA,"PrivacySuppressed",3,0.5,0.25,0.0625,0.1875,NA,NA,NA,NA
"5926","Ronny J's Barber Styling",1,0,NA,NA,NA,NA,"13200",3,0,0.9744,0,0.0256,NA,NA,NA,NA
"5927","Southwest Institute of Healing Arts",1,1,NA,NA,NA,NA,"20200",3,0,0,0,0,NA,NA,NA,NA
"5928","Intercoast Colleges",1,1,NA,NA,NA,NA,"20800",3,0.2357,0.1975,0.0064,0.5287,NA,NA,NA,NA
"5929","Ottawa University-Jeffersonville",3,1,NA,NA,NA,NA,"38700",2,0,0,0,0,NA,NA,NA,NA
"5930","University of Cosmetology",1,0,NA,NA,NA,NA,"PrivacySuppressed",3,0,0,0,0,NA,NA,NA,NA
"5931","University of Antelope Valley",1,1,NA,NA,NA,0.8914,"22400",3,0.2614,0.2614,0.0278,0.3573,NA,NA,NA,4111
"5932","Birthingway College of Midwifery",3,1,NA,NA,NA,0,"PrivacySuppressed",2,0.4839,0.0161,0,0.0323,NA,NA,NA,NA
"5933","Blue Water College of Cosmetology Inc",1,1,NA,NA,NA,NA,"PrivacySuppressed",3,0,0,0,0,NA,NA,NA,NA
"5934","Pima Medical Institute",1,1,NA,NA,NA,NA,"PrivacySuppressed",3,0.0882,0.0294,0,0.1176,NA,NA,NA,NA
"5935","Brighton Center's Center for Employment Training",1,1,NA,NA,NA,NA,"14000",2,0.8065,0.1613,0,0.0161,NA,NA,NA,NA
"5936","California Healing Arts College",1,1,NA,NA,NA,NA,"21100",3,0,0,0,0,NA,NA,NA,NA
"5937","Dallas Barber & Stylist College",1,1,NA,NA,NA,NA,"11800",3,0,0,0,0,NA,NA,NA,NA
"5938","NorthShore University HealthSystems School of Nurse Anesthesia",4,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,11232
"5939","Faith Evangelical Seminary",3,1,6135,6135,26120,1,"PrivacySuppressed",2,0.4677,0.2903,0.1129,0,1,NA,NA,3991
"5940","Family of Faith College",3,1,5110,5110,7460,0,"PrivacySuppressed",2,0.5641,0.0256,0,0,1,NA,NA,NA
"5941","Hood Theological Seminary",1,1,NA,NA,NA,NA,"PrivacySuppressed",2,0.1053,0.8947,0,0,NA,NA,NA,5300
"5942","Instituto Pre-Vocacional e Indust de Puerto Rico",1,1,6025,6025,10076,NA,"PrivacySuppressed",2,0,0,0,1,NA,NA,NA,NA
"5943","Irene's Myomassology Institute",1,1,NA,NA,NA,NA,"22400",3,0.737,0.1927,0.0092,0.0061,NA,NA,NA,NA
"5944","Jay's Technical Institute",1,1,NA,NA,NA,NA,"13700",3,0,0,0,0,NA,NA,NA,NA
"5945","Mr John's School of Cosmetology & Nails",1,1,NA,NA,NA,NA,"14800",3,0,0,0,0,NA,NA,NA,NA
"5946","NTMA Training Centers of Southern California",1,1,NA,NA,NA,NA,"30400",2,0.1558,0.1234,0.0325,0.6364,0.8882,NA,NA,NA
"5947","PC Age",1,1,NA,NA,NA,NA,"25500",3,0.1449,0.4493,0.1594,0.2464,0.9775,NA,NA,NA
"5948","PC Age II",1,1,NA,NA,NA,NA,"25500",3,0.3091,0.3091,0.0909,0.1273,0.9714,NA,NA,NA
"5949","American Institute-School of Health Careers",1,1,NA,NA,NA,NA,"21100",3,0,0,0,0,NA,NA,NA,NA
"5950","South Florida Institute of Technology",1,1,NA,NA,NA,NA,"12200",3,0,0,0,1,NA,NA,NA,NA
"5951","Southeastern Institute-Charleston",1,1,NA,NA,NA,NA,"PrivacySuppressed",3,0.6353,0.3137,0.0118,0.0275,0.7757,NA,NA,NA
"5952","Keiser Career College-Jacksonville",1,1,14176,14176,NA,NA,"PrivacySuppressed",3,0.7105,0.1776,0.0066,0.0855,0.7351,NA,NA,3826
"5953","Toni & Guy Hairdressing Academy",1,1,NA,NA,NA,NA,"19500",3,0.5897,0.0513,0.0256,0.1795,1,NA,NA,NA
"5954","Trend Barber College",1,1,NA,NA,NA,NA,"PrivacySuppressed",3,0,0,0,0,NA,NA,NA,NA
"5955","Valley Grande Institute for Academic Studies",1,1,NA,NA,NA,NA,"22800",2,0,0,0,0,NA,NA,NA,NA
"5956","West Coast University",2,1,22565,22565,45239,0.5714,"45400",3,0.2015,0.1077,0.4152,0.1607,0.8333,NA,NA,7598
"5957","Williamson Christian College",3,1,8645,8645,25965,0.75,"PrivacySuppressed",2,0.5625,0.15,0.2375,0.025,0.8571,NA,NA,944
"5958","International Barber & Style College",1,1,NA,NA,NA,NA,"12800",3,0,0,0,0,NA,NA,NA,NA
"5959","Triangle Tech Inc-Sunbury",2,1,14499,14499,24175,NA,"29100",3,0.9588,0.0176,0,0.0118,NA,NA,NA,3184
"5960","DigiPen Institute of Technology",3,1,19200,19200,23969,0.5855,"63100",3,0.621,0.0036,0.0787,0.0667,0.3262,1194,NA,6711
"5961","California College of Vocational Careers",1,0,NA,NA,NA,NA,"19500",3,0,0,0,0,NA,NA,NA,NA
"5962","Medvance Institute-Fort Lauderdale",1,1,NA,NA,NA,NA,"22100",3,0.1013,0.6377,0.0117,0.0896,NA,NA,NA,4059
"5963","University of Phoenix-Cincinnati Campus",3,0,10632,10632,33567,0.0667,"45000",3,0,0,0,0,NA,NA,NA,4321
"5964","University of Phoenix-Wichita Campus",3,0,9648,9648,NA,0.0625,"45000",3,0,0,0,0,NA,NA,NA,4537
"5965","University of Phoenix-Charlotte Campus",3,1,9792,9792,27867,0.2069,"45000",3,0,0,0,0,NA,NA,NA,4385
"5966","Connecticut Center for Massage Therapy-Groton",1,0,NA,NA,NA,NA,"28800",3,0,0,0,0,NA,NA,NA,NA
"5967","Pierpont Community and Technical College",2,1,3652,8724,13984,NA,NA,1,0.8855,0.0722,0.0023,0.0149,NA,NA,10439,5419
"5968","Universal College of Beauty Inc",1,0,NA,NA,NA,NA,"14000",3,0,0.8588,0,0.1412,NA,NA,NA,NA
"5969","ITT Technical Institute-Duluth",2,0,17148,17148,25607,0.2453,"31200",3,0,0.3243,0.003,0,0.38,NA,NA,5035
"5970","ITT Technical Institute-Hilliard",2,0,17148,17148,25130,NA,"32800",3,0,0.0247,0,0,0.3901,NA,NA,4798
"5971","University of Phoenix-Indianapolis Campus",3,1,9360,9360,26463,0.0727,"45000",3,0,0,0,0,NA,NA,NA,2780
"5972","Career Institute of Health and Technology",1,0,NA,NA,NA,NA,"27900",3,0,0,0,0,NA,NA,NA,NA
"5973","John Dewey College-University Division",2,0,5000,5000,6207,1,"15500",2,0,0,0,0,NA,NA,NA,1435
"5974","Intercoast Colleges",1,1,NA,NA,NA,NA,"20800",3,0.1546,0.1134,0,0.732,NA,NA,NA,NA
"5975","Texas School of Business East Inc",1,0,NA,NA,NA,NA,"20900",3,0.0306,0.0417,0,0.3639,NA,NA,NA,NA
"5976","Le Cordon Bleu College of Culinary Arts",2,1,39500,39500,45922,NA,"26000",3,0.3415,0.4841,0.0225,0,NA,NA,NA,3988
"5977","Ohio Center for Broadcasting-Colorado Campus",1,1,NA,NA,NA,NA,"23800",3,0,0,0,0,NA,NA,NA,NA
"5978","Paul Mitchell the School-Rhode Island",1,1,NA,NA,NA,NA,"19000",3,0,0,0,0,NA,NA,NA,NA
"5979","Miller-Motte Technical College-Chattanooga",2,1,9684,9684,20718,NA,"20600",3,0.8044,0.1467,0.0044,0.0178,0.942,NA,NA,2462
"5980","Milan Institute",1,1,NA,NA,NA,NA,"20800",3,0.4116,0.0746,0.0387,0.2459,NA,NA,NA,NA
"5981","Empire Beauty School-Framingham",1,0,NA,NA,NA,NA,"20500",3,0.2027,0,0.0135,0,NA,NA,NA,NA
"5982","Westwood College-Chicago Loop",3,1,13958,13958,23856,0.4,"23500",3,0.1028,0.5446,0.009,0.2316,NA,NA,NA,3808
"5983","Interactive Learning Systems",1,1,NA,NA,NA,NA,"20900",3,0.0303,0.2121,0.0303,0.7273,NA,NA,NA,NA
"5984","Bexley Hall Episcopal Seminary",4,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,5061
"5985","Allied College South",2,0,NA,NA,NA,NA,"20400",3,0.9439,0.0224,0.0045,0.0179,NA,NA,NA,2790
"5986","Everest Institute-Norcross",1,0,NA,NA,NA,NA,"22400",3,0.1971,0.5761,0.0297,0.1638,0.5336,NA,NA,NA
"5987","Career Centers of Texas-Brownsville",1,0,NA,NA,NA,NA,"21200",3,0.0032,0,0,0.8933,NA,NA,NA,2942
"5988","Career Centers of Texas-Corpus Christi",1,0,NA,NA,NA,NA,"21800",3,0.0993,0.0358,0.0026,0.7391,NA,NA,NA,3487
"5989","American Professional Institute",1,1,12156,12156,15921,NA,"13500",3,0,0,0,0,NA,NA,NA,NA
"5990","Everest College-Arlington",1,0,16333,16333,31472,NA,"22000",3,0.1724,0.3959,0.0319,0.2976,0.7538,NA,NA,3706
"5991","University of Phoenix-Eastern Washington Campus",3,0,NA,NA,NA,0.1,"45000",3,0,0,0,0,NA,NA,NA,3172
"5992","University of Phoenix-Columbus Georgia Campus",3,0,9648,9648,31472,0.1458,"45000",3,0,0,0,0,NA,NA,NA,3202
"5993","University of Phoenix-Memphis Campus",3,1,9648,9648,28938,0.1343,"45000",3,0,0,0,0,NA,NA,NA,3553
"5994","University of Phoenix-Columbus Ohio Campus",3,0,10632,10632,24819,0,"45000",3,0,0,0,0,NA,NA,NA,3203
"5995","University of Phoenix-Central Massachusetts Campus",3,0,11400,11400,34335,0.2143,"45000",3,0,0,0,0,NA,NA,NA,4233
"5996","University of Phoenix-Little Rock Campus",3,1,8760,8760,26738,0.2105,"45000",3,0,0,0,0,NA,NA,NA,3171
"5997","Toni and Guy Hair Academy",1,1,NA,NA,NA,NA,"14000",3,0.9098,0.015,0,0.0677,1,NA,NA,NA
"5998","Charlie's Guard-Detective Bureau and Academy Inc",1,1,6076,6076,7000,NA,"PrivacySuppressed",3,0,0,0,1,NA,NA,NA,NA
"5999","The Salon Professional Academy",1,1,NA,NA,NA,NA,"23400",3,0.7556,0.1667,0.0667,0.0111,NA,NA,NA,NA
"6000","DeVry University-Nevada",3,1,14592,14592,31459,NA,"40300",3,0.4014,0.2043,0.0932,0.1935,0.8966,NA,NA,4435
"6001","Everest College-Chicago",1,0,NA,NA,NA,NA,"26800",3,0,0,0,0,0.5667,NA,NA,NA
"6002","Everest College-Tacoma",1,1,NA,NA,NA,NA,"27900",3,0.5141,0.1893,0.1186,0.0819,0.3915,NA,NA,2293
"6003","DeVry University-Oregon",3,1,14592,14592,26925,NA,"40300",3,0.6923,0.0923,0.0154,0.0769,0.9333,NA,NA,NA
"6004","National College of Business and Technology-Rio Grande",2,1,6390,6390,9824,0.2158,"16100",3,0,0,0,1,0.9182,NA,NA,2214
"6005","Creative Images Institute of Cosmetology",1,1,NA,NA,NA,NA,"17500",3,0.6397,0.2794,0.0515,0.0147,NA,NA,NA,NA
"6006","Westwood College-Houston South",1,0,13053,13053,24637,NA,"29900",3,0.1192,0.3054,0.0105,0.4916,NA,NA,NA,3682
"6007","Fortis Institute",1,0,NA,NA,NA,NA,"21700",3,0.248,0.5741,0.0243,0.0863,NA,NA,NA,NA
"6008","Brookline College",1,1,NA,NA,NA,NA,"21100",3,0,0,0,0,NA,NA,NA,3719
"6009","Remington College-Cleveland West Campus",1,0,13950,13950,23545,NA,"19300",3,0.7683,0.0986,0.0161,0.0849,0.6069,NA,NA,3261
"6010","Colorado Technical University Online",2,1,11660,11660,24027,NA,"44400",3,0.5445,0.282,0.0136,0.0615,0.5057,NA,NA,6486
"6011","Baker College of Allen Park",2,1,7020,7020,16163,NA,"22100",2,0,0,0,0,NA,NA,NA,5058
"6012","American Career Institute",1,0,NA,NA,NA,NA,"PrivacySuppressed",3,0.1689,0.7032,0.0365,0.0822,0.7966,NA,NA,NA
"6013","Bayamon Community College",1,1,6150,6150,8481,NA,"PrivacySuppressed",3,0,0,0,0,NA,NA,NA,NA
"6014","Harris School of Business-Dover",1,1,NA,NA,NA,NA,"18400",3,0.3378,0.5426,0.008,0.0479,NA,NA,NA,NA
"6015","Folsom Lake College",2,1,654,5214,10315,NA,"PrivacySuppressed",1,0.6276,0.0178,0.0667,0.1166,NA,NA,5860,7634
"6016","LeGrand Institute of Cosmetology Inc",1,1,NA,NA,NA,NA,"PrivacySuppressed",3,0,0,0,0,NA,NA,NA,NA
"6017","Everest Institute-Detroit",1,1,NA,NA,NA,NA,"17300",3,0.0229,0.9541,0.0042,0.0083,0.378,NA,NA,NA
"6018","Draughons Junior College-Murfreesboro",2,1,14160,14160,30485,NA,"20000",3,0.645,0.2493,0.019,0.0217,NA,NA,NA,3038
"6019","Cambridge Technical Institute",1,1,NA,NA,NA,NA,"PrivacySuppressed",3,0,0,0,1,0.6357,NA,NA,NA
"6020","Empire Beauty School-Midlothian",1,0,NA,NA,NA,NA,"16700",3,0.3765,0.5647,0,0.0353,NA,NA,NA,NA
"6021","Empire Beauty School-Owings Mills",1,1,NA,NA,NA,NA,"19200",3,0.0901,0.8649,0.027,0.018,NA,NA,NA,NA
"6022","Empire Beauty School-West Mifflin",1,0,NA,NA,NA,NA,"17800",3,0.5556,0.3889,0,0.0222,NA,NA,NA,NA
"6023","ATI College",1,1,NA,NA,NA,NA,NA,3,0,0,0,0,NA,NA,NA,NA
"6024","Advance Science Institute",1,1,NA,NA,NA,NA,"13400",3,0,0,0,0,0.6154,NA,NA,NA
"6025","Advanced College",1,1,NA,NA,NA,NA,"PrivacySuppressed",3,0.0193,0.1932,0.0338,0.7488,NA,NA,NA,5911
"6026","Advanced Tech College",1,0,NA,NA,NA,NA,"PrivacySuppressed",3,0,0,0,1,NA,NA,NA,NA
"6027","Advanced Training Associates",1,1,NA,NA,NA,NA,NA,3,0.4667,0.1556,0.0222,0.3556,1,NA,NA,NA
"6028","American Advanced Technicians Institute",1,1,NA,NA,NA,NA,"PrivacySuppressed",3,0,0,0,0,0.9753,NA,NA,NA
"6029","Anamarc Educational Institute",1,0,NA,NA,NA,NA,"PrivacySuppressed",3,0.0713,0.042,0.0084,0.8573,NA,NA,NA,3650
"6030","Baptist University of the Americas",3,1,4600,4600,8790,0.8571,"PrivacySuppressed",2,0.069,0.0591,0,0.6749,NA,NA,NA,4900
"6031","The Beauty Institute",1,1,NA,NA,NA,NA,"PrivacySuppressed",3,0,0,0,0,NA,NA,NA,NA
"6032","Beis Medrash Heichal Dovid",3,1,8450,8450,15450,0.1765,"PrivacySuppressed",2,1,0,0,0,1,NA,NA,4474
"6033","Bellefonte Academy of Beauty",1,1,NA,NA,NA,NA,"PrivacySuppressed",3,0,0,0,0,NA,NA,NA,NA
"6034","Blue Cliff Career College",1,1,NA,NA,NA,NA,"15600",3,0.6227,0.35,0.0136,0.0045,0.8493,NA,NA,NA
"6035","Burlington Technical Center",1,0,NA,NA,NA,NA,"PrivacySuppressed",1,1,0,0,0,NA,NA,NA,NA
